STATION,DATE,TSNW,EMNT
GHCND:USW00013994,20080201,208,-117
GHCND:USW00013994,20080301,254,-111
GHCND:USW00013994,20080401,0,6
GHCND:USW00013994,20080501,0,44
GHCND:USW00013994,20080601,0,139
GHCND:USW00013994,20080701,0,167
GHCND:USW00013994,20080801,0,156
GHCND:USW00013994,20080901,0,111
GHCND:USW00013994,20081001,0,-17
GHCND:USW00013994,20081101,61,-67
GHCND:USW00013994,20081201,39,-156
GHCND:USW00013994,20090101,179,-178
GHCND:USW00013994,20090201,3,-133
GHCND:USW00013994,20090301,46,-83
GHCND:USW00013994,20090401,3,6
GHCND:USW00013994,20090501,0,72
GHCND:USW00013994,20090601,0,117
GHCND:USW00013994,20090701,0,150
GHCND:USW00013994,20090801,0,122
GHCND:USW00013994,20090901,0,83
GHCND:USW00013994,20091001,0,11
GHCND:USW00013994,20091101,0,-6
GHCND:USW00013994,20091201,86,-117
GHCND:USW00013994,20100101,94,-178
GHCND:USW00013994,20100201,194,-117
GHCND:USW00013994,20100301,0,-44
GHCND:USW00013994,20100401,0,50
GHCND:USW00013994,20100501,0,44
GHCND:USW00013994,20100601,0,183
GHCND:USW00013994,20100701,0,172
GHCND:USW00013994,20100801,0,167
GHCND:USW00013994,20100901,0,89
GHCND:USW00013994,20101001,0,6
GHCND:USW00013994,20101101,5,-39
GHCND:USW00013994,20101201,201,-161
GHCND:USW00013994,20110101,374,-178
GHCND:USW00013994,20110201,164,-156
GHCND:USW00013994,20110301,191,-39
GHCND:USW00013994,20110401,0,17
GHCND:USW00013994,20110501,0,33
GHCND:USW00013994,20110601,0,161
GHCND:USW00013994,20110701,0,206
GHCND:USW00013994,20110801,0,167
GHCND:USW00013994,20110901,0,72
GHCND:USW00013994,20111001,0,28
GHCND:USW00013994,20111101,0,-44
GHCND:USW00013994,20111201,51,-72
GHCND:USW00013994,20120101,46,-106
GHCND:USW00013994,20120201,64,-89
GHCND:USW00013994,20120301,0,-28
GHCND:USW00013994,20120401,0,22
GHCND:USW00013994,20120501,0,111
GHCND:USW00013994,20120601,0,94
GHCND:USW00013994,20120701,0,211
GHCND:USW00013994,20120801,0,156
GHCND:USW00013994,20120901,0,67
GHCND:USW00013994,20121001,0,11
GHCND:USW00013994,20121101,0,-56
GHCND:USW00013994,20121201,53,-67
GHCND:USW00013994,20130101,24,-111
GHCND:USW00013994,20130201,270,-128
GHCND:USW00013994,20130301,363,-72
GHCND:USW00013994,20130401,0,-10
GHCND:USW00013994,20130501,0,50
GHCND:USW00013994,20130601,0,122
GHCND:USW00013994,20130701,0,133
GHCND:USW00013994,20130801,0,139
GHCND:USW00013994,20130901,0,106
GHCND:USW00013994,20131001,0,-10
GHCND:USW00013994,20131101,0,-93
